companyName,sourceType,sourceUrl,capturedAt,evidenceSummary,evidenceStrength,permissionFlag
"I-Rep, Inc.",ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K822906,2026-05-14,opportunityScore=30; 康复计划生成、动作/依从性反馈与 care manager copilot,medium_ai_opportunity,derived_from_stage2_public_evidence
Medicaa (Uruguay) S.A.,ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K070085,2026-05-14,opportunityScore=30; 康复计划生成、动作/依从性反馈与 care manager copilot,medium_ai_opportunity,derived_from_stage2_public_evidence
"Nautilus Sports/Medical Industries, Inc.",ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K861206,2026-05-14,opportunityScore=30; 康复计划生成、动作/依从性反馈与 care manager copilot,medium_ai_opportunity,derived_from_stage2_public_evidence
"Recovr,Inc",ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K151446,2026-05-14,opportunityScore=30; 康复计划生成、动作/依从性反馈与 care manager copilot,medium_ai_opportunity,derived_from_stage2_public_evidence
"Shiley, Inc.",ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K844138,2026-05-14,opportunityScore=30; 心理/睡眠分层干预与对话式支持,medium_ai_opportunity,derived_from_stage2_public_evidence
The ScottCare Corporation,ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K250259,2026-05-14,opportunityScore=30; 康复计划生成、动作/依从性反馈与 care manager copilot,medium_ai_opportunity,derived_from_stage2_public_evidence
"Universal Gym Equipment, Inc.",ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K873659,2026-05-14,opportunityScore=30; 康复计划生成、动作/依从性反馈与 care manager copilot,medium_ai_opportunity,derived_from_stage2_public_evidence
Wfr/Aquaplast Corp.,ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K032156,2026-05-14,opportunityScore=30; 心理/睡眠分层干预与对话式支持,medium_ai_opportunity,derived_from_stage2_public_evidence
上海导向医疗系统有限公司,ai_opportunity_scoring,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694933910336220260506035412241,2026-05-14,opportunityScore=30; 医疗软件智能化和疗效反馈闭环,medium_ai_opportunity,derived_from_stage2_public_evidence
徐州市科健高新技术有限公司,ai_opportunity_scoring,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=06975283415138202205101045050,2026-05-14,opportunityScore=30; 慢病管理 AI 教练与个性化随访,medium_ai_opportunity,derived_from_stage2_public_evidence
语坤（北京）网络科技有限公司,ai_opportunity_scoring,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697418338085020260506052020828,2026-05-14,opportunityScore=30; 医疗软件智能化和疗效反馈闭环,medium_ai_opportunity,derived_from_stage2_public_evidence
赛尔生物,ai_opportunity_scoring,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=06975491760105202206230544050,2026-05-14,opportunityScore=30; 慢病管理 AI 教练与个性化随访,medium_ai_opportunity,derived_from_stage2_public_evidence
Brainlab AG,ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K243633,2026-05-14,opportunityScore=29; 医疗软件智能化和疗效反馈闭环,medium_ai_opportunity,derived_from_stage2_public_evidence
"Elaitra, Ltd.",ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K223501,2026-05-14,opportunityScore=29; 医疗软件智能化和疗效反馈闭环,medium_ai_opportunity,derived_from_stage2_public_evidence
"Hypoguard USA, Inc.",ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K022545,2026-05-14,opportunityScore=29; 医疗软件智能化和疗效反馈闭环,medium_ai_opportunity,derived_from_stage2_public_evidence
"Infobionic, Inc.",ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K152491,2026-05-14,opportunityScore=29; 医疗软件智能化和疗效反馈闭环,medium_ai_opportunity,derived_from_stage2_public_evidence
Puritan Bennett Corp.,ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K023225,2026-05-14,opportunityScore=29; 医疗软件智能化和疗效反馈闭环,medium_ai_opportunity,derived_from_stage2_public_evidence
内特斯医疗系统DBA艾泰克有限公司,ai_opportunity_scoring,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=00382830027298202208310434215,2026-05-14,opportunityScore=29; 心理/睡眠分层干预与对话式支持,medium_ai_opportunity,derived_from_stage2_public_evidence
嘉兴允英医学检验有限公司,ai_opportunity_scoring,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697545115090820260424110259267,2026-05-14,opportunityScore=29; 医生工作流、病历摘要和临床文档自动化,medium_ai_opportunity,derived_from_stage2_public_evidence
日本尼德克株式会社,ai_opportunity_scoring,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0498766910164320260403013305251,2026-05-14,opportunityScore=29; 医疗软件智能化和疗效反馈闭环,medium_ai_opportunity,derived_from_stage2_public_evidence
桂林优利特医疗电子有限公司,ai_opportunity_scoring,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=06935740735889202604101007341,2026-05-14,opportunityScore=29; 医疗软件智能化和疗效反馈闭环,medium_ai_opportunity,derived_from_stage2_public_evidence
深圳迈瑞生物医疗电子股份有限公司,ai_opportunity_scoring,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=069030530816962026011502474526,2026-05-14,opportunityScore=29; ,medium_ai_opportunity,derived_from_stage2_public_evidence
环科医学影像公司,ai_opportunity_scoring,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0088291600001120260415110044685,2026-05-14,opportunityScore=29; 医疗软件智能化和疗效反馈闭环,medium_ai_opportunity,derived_from_stage2_public_evidence
AppliedVR,ai_opportunity_scoring,https://www.appliedvr.io/,2026-05-14,opportunityScore=28; 医疗软件智能化和疗效反馈闭环,medium_ai_opportunity,derived_from_stage2_public_evidence
"Cardon Rehabilitation Products, Inc.",ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K951955,2026-05-14,opportunityScore=28; ,medium_ai_opportunity,derived_from_stage2_public_evidence
HelloBetter,ai_opportunity_scoring,https://hellobetter.de/,2026-05-14,opportunityScore=28; 心理/睡眠分层干预与对话式支持,medium_ai_opportunity,derived_from_stage2_public_evidence
爱乔（上海）医疗科技有限公司,ai_opportunity_scoring,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697153589112520220518112542940,2026-05-14,opportunityScore=28; 医疗软件智能化和疗效反馈闭环,medium_ai_opportunity,derived_from_stage2_public_evidence
艾科托迈德有限公司 AKTORmed GmbH,ai_opportunity_scoring,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=372e067a0d814590bc697daa059f7d30,2026-05-14,opportunityScore=28; ,medium_ai_opportunity,derived_from_stage2_public_evidence
ABBOTT MEDICAL,ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K253459,2026-05-14,opportunityScore=26; 医疗软件智能化和疗效反馈闭环,medium_ai_opportunity,derived_from_stage2_public_evidence
"Advanced Planimetric Services, LLC",ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K130165,2026-05-14,opportunityScore=26; 医疗软件智能化和疗效反馈闭环,medium_ai_opportunity,derived_from_stage2_public_evidence
American Sleep Association,ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K130504,2026-05-14,opportunityScore=26; 医疗软件智能化和疗效反馈闭环,medium_ai_opportunity,derived_from_stage2_public_evidence
Cochlear Americas,ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K212136,2026-05-14,opportunityScore=26; 医疗软件智能化和疗效反馈闭环,medium_ai_opportunity,derived_from_stage2_public_evidence
Datex-Ohmeda,ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K023497,2026-05-14,opportunityScore=26; 医疗软件智能化和疗效反馈闭环,medium_ai_opportunity,derived_from_stage2_public_evidence
"Draeger Medical Systems, Inc.",ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K141756,2026-05-14,opportunityScore=26; 医疗软件智能化和疗效反馈闭环,medium_ai_opportunity,derived_from_stage2_public_evidence
"Gauss Surgical, Inc.,",ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K121274,2026-05-14,opportunityScore=26; 医疗软件智能化和疗效反馈闭环,medium_ai_opportunity,derived_from_stage2_public_evidence
"Marquest Medical Products, Inc.",ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K902632,2026-05-14,opportunityScore=26; ,medium_ai_opportunity,derived_from_stage2_public_evidence
Medtronic Minimed,ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K253512,2026-05-14,opportunityScore=26; 医疗软件智能化和疗效反馈闭环,medium_ai_opportunity,derived_from_stage2_public_evidence
"Nidek, Inc.",ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K050336,2026-05-14,opportunityScore=26; 医疗软件智能化和疗效反馈闭环,medium_ai_opportunity,derived_from_stage2_public_evidence
Nucletron Corp.,ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K990990,2026-05-14,opportunityScore=26; 医疗软件智能化和疗效反馈闭环,medium_ai_opportunity,derived_from_stage2_public_evidence
"Ortho Kinematics, Inc.",ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K171617,2026-05-14,opportunityScore=26; 医疗软件智能化和疗效反馈闭环,medium_ai_opportunity,derived_from_stage2_public_evidence
"R2 Technology, Inc.",ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K041380,2026-05-14,opportunityScore=26; 医疗软件智能化和疗效反馈闭环,medium_ai_opportunity,derived_from_stage2_public_evidence
St Jude Medical,ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K173232,2026-05-14,opportunityScore=26; 医疗软件智能化和疗效反馈闭环,medium_ai_opportunity,derived_from_stage2_public_evidence
"Strados Labs, Inc.",ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K220893,2026-05-14,opportunityScore=26; ,medium_ai_opportunity,derived_from_stage2_public_evidence
"Topcon Medical Systems, Inc.",ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K132438,2026-05-14,opportunityScore=26; 医疗软件智能化和疗效反馈闭环,medium_ai_opportunity,derived_from_stage2_public_evidence
"Toshiba America Mri, Inc.",ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K981475,2026-05-14,opportunityScore=26; 医疗软件智能化和疗效反馈闭环,medium_ai_opportunity,derived_from_stage2_public_evidence
"Vivometrics, Inc.",ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K043604,2026-05-14,opportunityScore=26; 远程监测风险分层与异常预警,medium_ai_opportunity,derived_from_stage2_public_evidence
Watermark Medical,ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K120325,2026-05-14,opportunityScore=26; 医疗软件智能化和疗效反馈闭环,medium_ai_opportunity,derived_from_stage2_public_evidence
"Widex Hearing Aid Co., Inc.",ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K897033,2026-05-14,opportunityScore=26; ,medium_ai_opportunity,derived_from_stage2_public_evidence
执鼎医疗科技有限公司,ai_opportunity_scoring,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697304719107620260508030807326,2026-05-14,opportunityScore=26; 医疗软件智能化和疗效反馈闭环,medium_ai_opportunity,derived_from_stage2_public_evidence
武汉楚精灵医疗科技有限公司,ai_opportunity_scoring,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697460473102520260419033246769,2026-05-14,opportunityScore=26; 医生工作流、病历摘要和临床文档自动化,medium_ai_opportunity,derived_from_stage2_public_evidence
 江西维德医疗健康管理有限公司,ai_opportunity_scoring,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=06970360996036202404121206310,2026-05-14,opportunityScore=25; ,medium_ai_opportunity,derived_from_stage2_public_evidence
"Advanced Brain Monitoring, Inc.",ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K120450,2026-05-14,opportunityScore=25; 远程监测风险分层与异常预警; 心理/睡眠分层干预与对话式支持,medium_ai_opportunity,derived_from_stage2_public_evidence
"Apple, Inc.",ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K240929,2026-05-14,opportunityScore=25; 心理/睡眠分层干预与对话式支持,medium_ai_opportunity,derived_from_stage2_public_evidence
Craniofacial Pain Center of Idaho,ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K082849,2026-05-14,opportunityScore=25; 心理/睡眠分层干预与对话式支持,medium_ai_opportunity,derived_from_stage2_public_evidence
Nakagawa Dental Clinic,ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K060122,2026-05-14,opportunityScore=25; 心理/睡眠分层干预与对话式支持,medium_ai_opportunity,derived_from_stage2_public_evidence
"Respironics Inc., Sleep & Home Respiratory Group",ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K082866,2026-05-14,opportunityScore=25; ,medium_ai_opportunity,derived_from_stage2_public_evidence
Sherwood Medical Co.,ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K930471,2026-05-14,opportunityScore=25; ,medium_ai_opportunity,derived_from_stage2_public_evidence
上海卓昕医疗科技有限公司,ai_opportunity_scoring,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697526051015320260310102355590,2026-05-14,opportunityScore=25; 医生工作流、病历摘要和临床文档自动化,medium_ai_opportunity,derived_from_stage2_public_evidence
卓越星河健康管理（南京）有限公司,ai_opportunity_scoring,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=b3f48fe79015490d99c46888a74af1fc,2026-05-14,opportunityScore=25; ,medium_ai_opportunity,derived_from_stage2_public_evidence
"Neurovalens , Ltd.",ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K230826,2026-05-14,opportunityScore=24; 心理/睡眠分层干预与对话式支持,medium_ai_opportunity,derived_from_stage2_public_evidence
医伟司安股份有限公司,ai_opportunity_scoring,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=bc1fbf9e-231d-497f-a295-00f33b8d39cd,2026-05-14,opportunityScore=24; ,medium_ai_opportunity,derived_from_stage2_public_evidence
绍兴金箓生物技术有限公司,ai_opportunity_scoring,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697532900221620240626030509298,2026-05-14,opportunityScore=24; ,medium_ai_opportunity,derived_from_stage2_public_evidence
苏州歌锐医疗科技有限公司,ai_opportunity_scoring,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697549601006920260429074128451,2026-05-14,opportunityScore=24; ,medium_ai_opportunity,derived_from_stage2_public_evidence
"Adsis , Ltd.",ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K010791,2026-05-14,opportunityScore=23; ,medium_ai_opportunity,derived_from_stage2_public_evidence
"Broncus Technologies, Inc.",ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K090095,2026-05-14,opportunityScore=23; ,medium_ai_opportunity,derived_from_stage2_public_evidence
"Catheter Robotics, Inc.",ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=DEN140009,2026-05-14,opportunityScore=23; ,medium_ai_opportunity,derived_from_stage2_public_evidence
"Clinical Information Systems, Inc.",ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K882352,2026-05-14,opportunityScore=23; 医生工作流、病历摘要和临床文档自动化,medium_ai_opportunity,derived_from_stage2_public_evidence
"Image-Guided Neurologics, Inc.",ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K990907,2026-05-14,opportunityScore=23; ,medium_ai_opportunity,derived_from_stage2_public_evidence
"Power Medical Interventions, Inc.",ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K020343,2026-05-14,opportunityScore=23; ,medium_ai_opportunity,derived_from_stage2_public_evidence
"Remote Diagnostic Technologies , Ltd.",ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K133988,2026-05-14,opportunityScore=23; ,medium_ai_opportunity,derived_from_stage2_public_evidence
"Signifier Medical Technologies, Ltd.",ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K223446,2026-05-14,opportunityScore=23; ,medium_ai_opportunity,derived_from_stage2_public_evidence
"3M Health Care, Sarns",ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K771499,2026-05-14,opportunityScore=22; ,medium_ai_opportunity,derived_from_stage2_public_evidence
"Apnicure, Inc.",ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K130538,2026-05-14,opportunityScore=22; 心理/睡眠分层干预与对话式支持,medium_ai_opportunity,derived_from_stage2_public_evidence
Bemco Mattress Co.,ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K834344,2026-05-14,opportunityScore=22; 心理/睡眠分层干预与对话式支持,medium_ai_opportunity,derived_from_stage2_public_evidence
"Cereve, Inc.",ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=DEN140032,2026-05-14,opportunityScore=22; 心理/睡眠分层干预与对话式支持,medium_ai_opportunity,derived_from_stage2_public_evidence
"Concord Laboratories, Inc.",ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K833582,2026-05-14,opportunityScore=22; ,medium_ai_opportunity,derived_from_stage2_public_evidence
Diamond Orthotic Laboratory,ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K202499,2026-05-14,opportunityScore=22; 心理/睡眠分层干预与对话式支持,medium_ai_opportunity,derived_from_stage2_public_evidence
Dynadx Corporation,ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K070855,2026-05-14,opportunityScore=22; 心理/睡眠分层干预与对话式支持,medium_ai_opportunity,derived_from_stage2_public_evidence
"Ge Medical Systems, LLC",ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K182234,2026-05-14,opportunityScore=22; ,medium_ai_opportunity,derived_from_stage2_public_evidence
"Happiest Baby, Inc.",ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=DEN210039,2026-05-14,opportunityScore=22; 心理/睡眠分层干预与对话式支持,medium_ai_opportunity,derived_from_stage2_public_evidence
"Influence, Inc.",ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K972023,2026-05-14,opportunityScore=22; 心理/睡眠分层干预与对话式支持,medium_ai_opportunity,derived_from_stage2_public_evidence
"Neurofield, Inc.",ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K252951,2026-05-14,opportunityScore=22; 心理/睡眠分层干预与对话式支持,medium_ai_opportunity,derived_from_stage2_public_evidence
"Neurotronics, Inc.",ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K142774,2026-05-14,opportunityScore=22; 心理/睡眠分层干预与对话式支持,medium_ai_opportunity,derived_from_stage2_public_evidence
"Nihon Kohden America, Inc.",ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K983072,2026-05-14,opportunityScore=22; 心理/睡眠分层干预与对话式支持,medium_ai_opportunity,derived_from_stage2_public_evidence
Nipro Medical Corp.,ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K093985,2026-05-14,opportunityScore=22; ,medium_ai_opportunity,derived_from_stage2_public_evidence
Omega Results,ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K963631,2026-05-14,opportunityScore=22; 心理/睡眠分层干预与对话式支持,medium_ai_opportunity,derived_from_stage2_public_evidence
Onera B.V.,ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K253668,2026-05-14,opportunityScore=22; 心理/睡眠分层干预与对话式支持,medium_ai_opportunity,derived_from_stage2_public_evidence
Oxehealth Limited,ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K233618,2026-05-14,opportunityScore=22; 心理/睡眠分层干预与对话式支持,medium_ai_opportunity,derived_from_stage2_public_evidence
"Respironics, Inc.",ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K003499,2026-05-14,opportunityScore=22; 心理/睡眠分层干预与对话式支持,medium_ai_opportunity,derived_from_stage2_public_evidence
"Sleep Specialists, LLC",ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K100160,2026-05-14,opportunityScore=22; 心理/睡眠分层干预与对话式支持,medium_ai_opportunity,derived_from_stage2_public_evidence
"Smiths Medical Asd, Inc.",ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K141193,2026-05-14,opportunityScore=22; ,medium_ai_opportunity,derived_from_stage2_public_evidence
Target Therapeutics,ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K880762,2026-05-14,opportunityScore=22; ,medium_ai_opportunity,derived_from_stage2_public_evidence
"The Snore Reliever Company, LLC",ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K092942,2026-05-14,opportunityScore=22; 心理/睡眠分层干预与对话式支持,medium_ai_opportunity,derived_from_stage2_public_evidence
苏州一目万相科技有限公司,ai_opportunity_scoring,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697633057002220260305085826347,2026-05-14,opportunityScore=22; ,medium_ai_opportunity,derived_from_stage2_public_evidence
河北深灵医疗科技有限公司,ai_opportunity_scoring,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697758417001320250519034302079,2026-05-14,opportunityScore=21; 心理/睡眠分层干预与对话式支持,medium_ai_opportunity,derived_from_stage2_public_evidence
海口安至科技有限公司,ai_opportunity_scoring,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697723824006220250623012627084,2026-05-14,opportunityScore=21; 心理/睡眠分层干预与对话式支持,medium_ai_opportunity,derived_from_stage2_public_evidence
"Alert Care, Inc.",ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K926053,2026-05-14,opportunityScore=20; ,medium_ai_opportunity,derived_from_stage2_public_evidence
American Pharmaseal Div. Ahsc,ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K870720,2026-05-14,opportunityScore=20; ,medium_ai_opportunity,derived_from_stage2_public_evidence
"Aqueduct Critical Care, Inc.",ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K181301,2026-05-14,opportunityScore=20; ,medium_ai_opportunity,derived_from_stage2_public_evidence
Athlos OY,ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K211688,2026-05-14,opportunityScore=20; ,medium_ai_opportunity,derived_from_stage2_public_evidence
"Bruno Independent Living Aids, Inc.",ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K022509,2026-05-14,opportunityScore=20; ,medium_ai_opportunity,derived_from_stage2_public_evidence
"Bryggs Medical, LLC",ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K191728,2026-05-14,opportunityScore=20; ,medium_ai_opportunity,derived_from_stage2_public_evidence
Conair Corp.,ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K924584,2026-05-14,opportunityScore=20; ,medium_ai_opportunity,derived_from_stage2_public_evidence
"Darmiyan, Inc.",ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=DEN220066,2026-05-14,opportunityScore=20; ,medium_ai_opportunity,derived_from_stage2_public_evidence
Dash Medical Gloves Sdn Bhd,ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K992128,2026-05-14,opportunityScore=20; ,medium_ai_opportunity,derived_from_stage2_public_evidence
"Datascope Corp., Patient Monitoring Division",ai_opportunity_scoring,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K091834,2026-05-14,opportunityScore=20; 远程监测风险分层与异常预警,medium_ai_opportunity,derived_from_stage2_public_evidence
