companyName,productName,productType,sourceType,sourceUrl,categories,productAiFitScore,expectedMarketLiftScore,implementationComplexityScore,complianceRiskScore,priorityScore,aiOpportunity
海南齐佳智能科技有限公司,认知功能障碍康复训练软件,samd_or_medical_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=e0e536cc095f4a87b44131369b77362c,samd; mental_health; rehabilitation,15,8,4,7,19,康复计划生成、动作/依从性反馈与 care manager copilot; 心理/睡眠分层干预与对话式支持
腾讯医疗健康（深圳）有限公司,认知功能训练软件,samd_or_medical_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697541034010420250630105300770,samd; mental_health,10,13,4,7,19,心理/睡眠分层干预与对话式支持; 医生工作流、病历摘要和临床文档自动化
Abbott Laboratories,SOF-TACT DIABETES MANAGEMENT SYSTEM; SOF-TACT GLUCOSE TEST STRIP; PRECISION CONTROL SOLUTIONS,digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K001993,chronic_disease_management,11,8,0,2,18,慢病管理 AI 教练与个性化随访
Bio-Rad,"LIQUICHEK DIABETES CONTROL, LEVEL 1,2,3,4",digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K052838,chronic_disease_management,11,8,0,2,18,慢病管理 AI 教练与个性化随访
Bio-Rad Laboratories,LYPHOCHEK DIABETES CONTROL,digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K070546,chronic_disease_management,11,8,0,2,18,慢病管理 AI 教练与个性化随访
Bionime Corporation,BIONIME DIABETES MANAGEMENT SYSTEM VI.0,digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K113007,chronic_disease_management,11,8,0,2,18,慢病管理 AI 教练与个性化随访
E-San Limited,THINK POSITIVE DIABETES MANAGEMENT SYSTEM (T+DIABETES SYSTEM),digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K061328,chronic_disease_management,11,8,0,2,18,慢病管理 AI 教练与个性化随访
Kaia Health,Kaia Health,digital_health_or_medical_device_software,round2_company_site,https://kaiahealth.com/,rehabilitation,10,8,0,0,18,康复计划生成、动作/依从性反馈与 care manager copilot
"Lifescan, Inc.",ONE TOUCH PROFILE COMPLETE DIABETES TRACKING SYSTEM,digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K950727,chronic_disease_management,11,8,0,2,18,慢病管理 AI 教练与个性化随访
"Lifescan, Inc.",ONETOUCH ZOOM DIABETES MANAGEMENT PROGRAM,digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K081318,chronic_disease_management,11,8,0,2,18,慢病管理 AI 教练与个性化随访
"M2 Group Holdings, Inc.",PEARL DIABETES MANAGEMENT SYSTEM,digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K100567,chronic_disease_management,11,8,0,2,18,慢病管理 AI 教练与个性化随访
"Medical Analysis Systems, Inc.",MAS DIABETES CONTROL - LYOPHILIZED ASSAYED DIABETES CONTROL,digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K023307,chronic_disease_management,11,8,0,2,18,慢病管理 AI 教练与个性化随访
"Medical Analysis Systems, Inc.","MAS, DADE AND LIQUID ASSAYED DIABETES CONTROL",digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K042717,chronic_disease_management,11,8,0,2,18,慢病管理 AI 教练与个性化随访
Mindmaze SA,MindMaze neurorehabilitation platform,digital_therapeutics_or_dtx,round2_company_site,https://mindmazetherapeutics.com/,digital_therapeutics; samd; rehabilitation,10,13,6,5,18,康复计划生成、动作/依从性反馈与 care manager copilot
"Mycare Team, Inc.",MCT-DIABETES,digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K073699,chronic_disease_management,11,8,0,2,18,慢病管理 AI 教练与个性化随访
"Primus, Inc.",DIABETES CARE(TM) TEST PACKAGE FOR THE CLC 330(TM),digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K896582,chronic_disease_management,11,8,0,2,18,慢病管理 AI 教练与个性化随访
Quantimetrix Corp.,DROPPER A1C DIABETES CONTROL,digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K103744,chronic_disease_management,11,8,0,2,18,慢病管理 AI 教练与个性化随访
"Strados Labs, Inc.",Strados Remote Electronic Stethoscope Platform (RESP),digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K220893,,5,14,0,2,18,医疗软件 AI 增强
"Sweetspot Diabetes Care, Inc.",SWEETSPOT DIABETES DATA MANAGEMENT SERVICE,digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K111509,chronic_disease_management,11,8,0,2,18,慢病管理 AI 教练与个性化随访
"Symcare Personalized Health Solutions, Inc.",INTOUCH DIABETES,digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K093789,chronic_disease_management,11,8,0,2,18,慢病管理 AI 教练与个性化随访
中山瑞福医疗器械科技有限公司,自身免疫性糖尿病抗体谱检测试剂盒（免疫印迹法）,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=ca378ffe533249bca57eb24c4317f7e3,chronic_disease_management,11,8,0,2,18,慢病管理 AI 教练与个性化随访
中山瑞福医疗器械科技有限公司,自身免疫性糖尿病抗体谱检测试剂盒（免疫印迹法）,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=7f47d18306a74c61a574c0ecc566ac5c,chronic_disease_management,11,8,0,2,18,慢病管理 AI 教练与个性化随访
中山瑞福医疗器械科技有限公司,自身免疫性糖尿病抗体谱检测试剂盒（免疫印迹法）,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=57440e50329f41f8aa96dbec574cee87,chronic_disease_management,11,8,0,2,18,慢病管理 AI 教练与个性化随访
中山瑞福医疗器械科技有限公司,自身免疫性糖尿病抗体谱检测试剂盒（免疫印迹法）,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=1affbed612da4da09939f6811a3e9c45,chronic_disease_management,11,8,0,2,18,慢病管理 AI 教练与个性化随访
中山瑞福医疗器械科技有限公司,自身免疫性糖尿病抗体谱检测试剂盒（免疫印迹法）,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=4e9fffbc02d14fc1b1eaabc21a3786db,chronic_disease_management,11,8,0,2,18,慢病管理 AI 教练与个性化随访
中山瑞福医疗器械科技有限公司,自身免疫性糖尿病抗体谱检测试剂盒（免疫印迹法）,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=9149e696753c4b50865b9c168170ae3f,chronic_disease_management,11,8,0,2,18,慢病管理 AI 教练与个性化随访
中山瑞福医疗器械科技有限公司,自身免疫性糖尿病抗体谱检测试剂盒（免疫印迹法）,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=bf8922dd068e4a7db79d4f50830bd46b,chronic_disease_management,11,8,0,2,18,慢病管理 AI 教练与个性化随访
中山瑞福医疗器械科技有限公司,自身免疫性糖尿病抗体谱检测试剂盒（免疫印迹法）,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=b4b22c8208a441498d7ad05afe460f2c,chronic_disease_management,11,8,0,2,18,慢病管理 AI 教练与个性化随访
华思（天津）医疗健康管理有限公司,指夹式脉搏血氧仪,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697452953804420240724111701364,health_management_platform,5,14,0,2,18,远程监测风险分层与异常预警
华思（天津）医疗健康管理有限公司,指夹式脉搏血氧仪,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697452953805120240724112002618,health_management_platform,5,14,0,2,18,远程监测风险分层与异常预警
华思（天津）医疗健康管理有限公司,指夹式脉搏血氧仪,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697452953806820240724112507997,health_management_platform,5,14,0,2,18,远程监测风险分层与异常预警
华思（天津）医疗健康管理有限公司,指夹式脉搏血氧仪,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697452953807520240724112759660,health_management_platform,5,14,0,2,18,远程监测风险分层与异常预警
华思（天津）医疗健康管理有限公司,腕式脉搏血氧仪,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697452953801320240724094208253,health_management_platform,5,14,0,2,18,远程监测风险分层与异常预警
华思（天津）医疗健康管理有限公司,腕式脉搏血氧仪,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697452953802020240724105957364,health_management_platform,5,14,0,2,18,远程监测风险分层与异常预警
华思（天津）医疗健康管理有限公司,腕式脉搏血氧仪,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697452953803720240724110714879,health_management_platform,5,14,0,2,18,远程监测风险分层与异常预警
华思（天津）医疗健康管理有限公司,负荷运动训练测试系统,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697452953203520260106060637132,health_management_platform,5,14,0,2,18,远程监测风险分层与异常预警
华思（天津）医疗健康管理有限公司,负荷运动训练测试系统,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697452953207320251103030218867,health_management_platform,5,14,0,2,18,远程监测风险分层与异常预警
华思（天津）医疗健康管理有限公司,负荷运动训练测试系统,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697452953217220251102082336739,health_management_platform,5,14,0,2,18,远程监测风险分层与异常预警
华思（天津）医疗健康管理有限公司,负荷运动训练测试系统,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697452953201120230412101919315,health_management_platform,5,14,0,2,18,远程监测风险分层与异常预警
华思（天津）医疗健康管理有限公司,运动心肺/代谢测试系统,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697452953104520250828052918072,health_management_platform,5,14,0,2,18,远程监测风险分层与异常预警
华思（天津）医疗健康管理有限公司,运动心肺/代谢测试系统,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697452953103820250707032157203,health_management_platform,5,14,0,2,18,远程监测风险分层与异常预警
华思（天津）医疗健康管理有限公司,运动心肺/代谢测试系统,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697452953102120241115114235894,health_management_platform,5,14,0,2,18,远程监测风险分层与异常预警
华思（天津）医疗健康管理有限公司,运动心肺/代谢测试系统,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697452953101420241115113723770,health_management_platform,5,14,0,2,18,远程监测风险分层与异常预警
深圳市亚辉龙生物科技股份有限公司,自身免疫性糖尿病抗体谱检测试剂盒（免疫印迹法）,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=1f59cb8b-b489-41ac-8ddf-c5f2d5198b24,chronic_disease_management,11,8,0,2,18,慢病管理 AI 教练与个性化随访
深圳市亚辉龙生物科技股份有限公司,自身免疫性糖尿病抗体谱检测试剂盒（免疫印迹法）,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=21f144be-e93a-432b-bc05-03bfcaa9d6e4,chronic_disease_management,11,8,0,2,18,慢病管理 AI 教练与个性化随访
深圳市亚辉龙生物科技股份有限公司,自身免疫性糖尿病抗体谱检测试剂盒（免疫印迹法）,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=26aa01f0-0595-4238-bf08-8c2c6eb4b632,chronic_disease_management,11,8,0,2,18,慢病管理 AI 教练与个性化随访
深圳市亚辉龙生物科技股份有限公司,自身免疫性糖尿病抗体谱检测试剂盒（免疫印迹法）,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=a20e27d9-1d6e-4992-a0bd-18c9a3a58c14,chronic_disease_management,11,8,0,2,18,慢病管理 AI 教练与个性化随访
深圳市伯劳特生物制品有限公司,糖尿病自身抗体免疫印迹试剂盒（免疫印迹法）,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694076750016720240529031730243,chronic_disease_management,11,8,0,2,18,慢病管理 AI 教练与个性化随访
深圳市伯劳特生物制品有限公司,糖尿病自身抗体免疫印迹试剂盒（免疫印迹法）,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694076750005120240529030448829,chronic_disease_management,11,8,0,2,18,慢病管理 AI 教练与个性化随访
深圳市伯劳特生物制品有限公司,糖尿病自身抗体检测试剂盒（斑点印迹法）,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694076750006820240529040030744,chronic_disease_management,11,8,0,2,18,慢病管理 AI 教练与个性化随访
深圳市伯劳特生物制品有限公司,糖尿病自身抗体检测试剂盒（斑点印迹法）,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694076750017420240529041546642,chronic_disease_management,11,8,0,2,18,慢病管理 AI 教练与个性化随访
深圳市昭蓝生物科技有限公司,糖尿病相关自身抗体复合质控品,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=06973880810523202310110930463,chronic_disease_management,11,8,0,2,18,慢病管理 AI 教练与个性化随访
美敦力糖尿病科技（成都）有限公司,一次性使用葡萄糖传感器,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=2076300042310420230130113906621,chronic_disease_management,11,8,0,2,18,慢病管理 AI 教练与个性化随访
美敦力糖尿病科技（成都）有限公司,发送器套装,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0076300063270020230207115542933,chronic_disease_management,11,8,0,2,18,慢病管理 AI 教练与个性化随访
美敦力糖尿病科技（成都）有限公司,发送器套装,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0076300068916220230203042957663,chronic_disease_management,11,8,0,2,18,慢病管理 AI 教练与个性化随访
美敦力糖尿病科技（成都）有限公司,胰岛素泵,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0076300063801620230130102256142,chronic_disease_management,11,8,0,2,18,慢病管理 AI 教练与个性化随访
美敦力糖尿病科技（成都）有限公司,胰岛素泵,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0076300056168020211025031037132,chronic_disease_management,11,8,0,2,18,慢病管理 AI 教练与个性化随访
腾讯医疗健康（深圳）有限公司,慢性青光眼样视神经病变眼底图像辅助诊断软件,samd_or_medical_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697541034009820250217120028629,samd; clinical_workflow,13,13,10,10,18,心理/睡眠分层干预与对话式支持; 医生工作流、病历摘要和临床文档自动化
腾讯医疗健康（深圳）有限公司,慢性青光眼样视神经病变眼底图像辅助诊断软件,samd_or_medical_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=06975410340067202305080350303,samd; clinical_workflow,13,13,10,10,18,心理/睡眠分层干预与对话式支持; 医生工作流、病历摘要和临床文档自动化
赛尔生物,糖尿病自身抗体联检试剂盒（玻片法）,digital_health_or_medical_device_software,nmpa_udi,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=06975491760105202206230544050,chronic_disease_management,11,8,0,2,18,慢病管理 AI 教练与个性化随访
"Advanced Brain Monitoring, Inc.",SLEEP PROFILER,digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K120450,sleep_health,10,8,0,2,17,远程监测风险分层与异常预警; 心理/睡眠分层干预与对话式支持
"Apnicure, Inc.",WINX SLEEP THERAPY SYSTEM,digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K130538,sleep_health,10,8,0,2,17,心理/睡眠分层干预与对话式支持
"Apple, Inc.",Sleep Apnea Notification Feature (SANF),digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K240929,sleep_health,10,8,0,2,17,心理/睡眠分层干预与对话式支持
Bemco Mattress Co.,MED-OPEDIC SLEEP SYSTEM,digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K834344,sleep_health,10,8,0,2,17,心理/睡眠分层干预与对话式支持
"Bioness, Inc.",H200 WIRELESS HAND REHABILITATION SYSTEM WITH OPTIONAL INTELLI-CONNECT EARPIECE TRIGGERING DEVICE,digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K123636,rehabilitation,10,8,0,2,17,康复计划生成、动作/依从性反馈与 care manager copilot
"Bioness, Inc.",StimRouter Neuromodulation System,digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K200482,rehabilitation,10,8,0,2,17,康复计划生成、动作/依从性反馈与 care manager copilot
Cara Care,Cara Care,digital_health_or_medical_device_software,round2_seed,https://cara.care/,chronic_disease_management,11,6,0,0,17,慢病管理 AI 教练与个性化随访
"Cereve, Inc.",Cereve Sleep System,digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=DEN140032,sleep_health,10,8,0,2,17,心理/睡眠分层干预与对话式支持
Craniofacial Pain Center of Idaho,SILENT SLEEP,digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K082849,sleep_health,10,8,0,2,17,心理/睡眠分层干预与对话式支持
Cybex,CYBEX TORSO TESTING & REHABILITATION,digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K843739,rehabilitation,10,8,0,2,17,康复计划生成、动作/依从性反馈与 care manager copilot
Diamond Orthotic Laboratory,Diamond Digital Sleep Orthotic (DDSO),digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K202499,sleep_health,10,8,0,2,17,心理/睡眠分层干预与对话式支持
Dynadx Corporation,SLEEP QUALITY,digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K070855,sleep_health,10,8,0,2,17,心理/睡眠分层干预与对话式支持
Ergoline GmbH,ers2 - ergoline Rehabilitation System,digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K212883,rehabilitation,10,8,0,2,17,康复计划生成、动作/依从性反馈与 care manager copilot
"Happiest Baby, Inc.",SNOO Smart Sleeper,digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=DEN210039,sleep_health,10,8,0,2,17,心理/睡眠分层干预与对话式支持
"Hill-Rom, Inc.",CRITICAL CARE HOSPITAL BED (ICU/CCU),digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K915437,sleep_health,10,8,0,2,17,心理/睡眠分层干预与对话式支持
"Hill-Rom, Inc.","DYNAMICAIRE(TM) SLEEP SURFACE, ZONEAIR(TM) SLEEP SURFACE",digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K945729,sleep_health,10,8,0,2,17,心理/睡眠分层干预与对话式支持
"I-Rep, Inc.",PHYSICAL MEDICINE & REHABILITATION EQUIP,digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K822906,rehabilitation,10,8,0,2,17,康复计划生成、动作/依从性反馈与 care manager copilot
"Impact Applications, Inc.",ImPACT,digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K181223,mental_health,10,8,0,2,17,心理/睡眠分层干预与对话式支持
"Impact Applications, Inc.",ImPACT,digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K170209,mental_health,10,8,0,2,17,心理/睡眠分层干预与对话式支持
"Impact Applications, Inc.",ImPACT Computerized Neurocognitive Concussion Management Aid,digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=DEN150037,mental_health,10,8,0,2,17,心理/睡眠分层干预与对话式支持
"Impact Applications, Inc.",ImPACT Quick Test,digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K170551,mental_health,10,8,0,2,17,心理/睡眠分层干预与对话式支持
"Impact Applications, Inc.",ImPACT Version 4,digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K231688,mental_health,10,8,0,2,17,心理/睡眠分层干预与对话式支持
"Impact Applications, Inc.",ImPACT Version 4,digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K202485,mental_health,10,8,0,2,17,心理/睡眠分层干预与对话式支持
"Influence, Inc.",SLEEP-IN BONE SCREW SYSTEM,digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K972023,sleep_health,10,8,0,2,17,心理/睡眠分层干预与对话式支持
"Jintronix, Inc.",Jintronix,digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K143034,rehabilitation,10,8,0,2,17,康复计划生成、动作/依从性反馈与 care manager copilot
"Jintronix, Inc.",JINTRONIX REHABILITATION SYSTEM (JRS),digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K130847,rehabilitation,10,8,0,2,17,康复计划生成、动作/依从性反馈与 care manager copilot
Kry/Livi,Livi,digital_health_or_medical_device_software,round2_seed,https://www.livi.co.uk/,internet_healthcare; online_consultation,5,12,0,0,17,医生工作流、病历摘要和临床文档自动化; 在线问诊分诊、问答和医患服务自动化
Lark Health,Lark Health,digital_health_or_medical_device_software,round2_seed,https://www.lark.com/,chronic_disease_management,11,6,0,0,17,慢病管理 AI 教练与个性化随访
Medicaa (Uruguay) S.A.,BALANCE REHABILITATION UNIT (BRU),digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K070085,rehabilitation,10,8,0,2,17,康复计划生成、动作/依从性反馈与 care manager copilot
medrhythms,MR-001,digital_health_or_medical_device_software,round2_company_site,https://medrhythms.com/,rehabilitation,10,8,2,0,17,康复计划生成、动作/依从性反馈与 care manager copilot
Nakagawa Dental Clinic,SLEEP SPLINT,digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K060122,sleep_health,10,8,0,2,17,心理/睡眠分层干预与对话式支持
"Nautilus Sports/Medical Industries, Inc.",NAUTILUS LEG EXTENSION TESTING & REHABILITATION,digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K861206,rehabilitation,10,8,0,2,17,康复计划生成、动作/依从性反馈与 care manager copilot
"Neurofield, Inc.",Genesis Sleep,digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K252951,sleep_health,10,8,0,2,17,心理/睡眠分层干预与对话式支持
"Neurotronics, Inc.",Polysmith Sleep System,digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K142774,sleep_health,10,8,0,2,17,心理/睡眠分层干预与对话式支持
"Neurovalens , Ltd.",Modius Sleep,digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K230826,sleep_health,10,8,0,2,17,心理/睡眠分层干预与对话式支持
"Neurovalens , Ltd.",Modius Stress,digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K232253,sleep_health,10,8,0,2,17,心理/睡眠分层干预与对话式支持
"Nihon Kohden America, Inc.","AMBULATORY EEG/SLEEP RECORDER AND ACCESSORIES, MODEL # SSR3201",digital_health_or_medical_device_software,openfda_device_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K983072,sleep_health,10,8,0,2,17,心理/睡眠分层干预与对话式支持
